Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,1.1799999475479126,1.059999942779541,1.1699999570846558,1.1699999570846558,273200,1.1699999570846558
2017-01-04,1.1799999475479126,1.100000023841858,1.149999976158142,1.159999966621399,201800,1.159999966621399
2017-01-05,1.1799999475479126,1.100000023841858,1.149999976158142,1.1799999475479126,370900,1.1799999475479126
2017-01-06,1.1799999475479126,1.1200000047683716,1.1799999475479126,1.159999966621399,271900,1.159999966621399
2017-01-09,1.2000000476837158,1.1200000047683716,1.159999966621399,1.2000000476837158,207300,1.2000000476837158
2017-01-10,1.350000023841858,1.2200000286102295,1.2300000190734863,1.340000033378601,684500,1.340000033378601
2017-01-11,1.3600000143051147,1.2699999809265137,1.350000023841858,1.309999942779541,304300,1.309999942779541
2017-01-12,1.340000033378601,1.25,1.3200000524520874,1.2799999713897705,182700,1.2799999713897705
2017-01-13,1.3600000143051147,1.25,1.2599999904632568,1.340000033378601,289000,1.340000033378601
2017-01-17,1.5800000429153442,1.340000033378601,1.350000023841858,1.5499999523162842,1485400,1.5499999523162842
2017-01-18,1.559999942779541,1.3799999952316284,1.4199999570846558,1.4900000095367432,827100,1.4900000095367432
2017-01-19,1.7000000476837158,1.4800000190734863,1.4800000190734863,1.7000000476837158,1317800,1.7000000476837158
2017-01-20,1.7699999809265137,1.600000023841858,1.6799999475479126,1.649999976158142,732700,1.649999976158142
2017-01-23,1.649999976158142,1.4500000476837158,1.6299999952316284,1.559999942779541,511200,1.559999942779541
2017-01-24,1.5800000429153442,1.4800000190734863,1.5299999713897705,1.5299999713897705,334500,1.5299999713897705
2017-01-25,1.5700000524520874,1.4800000190734863,1.5399999618530273,1.4800000190734863,231300,1.4800000190734863
2017-01-26,1.7400000095367432,1.4900000095367432,1.5,1.7400000095367432,851200,1.7400000095367432
2017-01-27,1.8300000429153442,1.659999966621399,1.7400000095367432,1.8200000524520874,1338700,1.8200000524520874
2017-01-30,1.7799999713897705,1.6200000047683716,1.7799999713897705,1.6299999952316284,630000,1.6299999952316284
2017-01-31,1.659999966621399,1.5499999523162842,1.6399999856948853,1.6200000047683716,347300,1.6200000047683716
2017-02-01,1.649999976158142,1.559999942779541,1.6100000143051147,1.649999976158142,314600,1.649999976158142
2017-02-02,1.649999976158142,1.5800000429153442,1.649999976158142,1.649999976158142,141300,1.649999976158142
2017-02-03,1.8799999952316284,1.6200000047683716,1.6399999856948853,1.7400000095367432,954300,1.7400000095367432
2017-02-06,1.8799999952316284,1.7000000476837158,1.7799999713897705,1.7300000190734863,396200,1.7300000190734863
2017-02-07,1.809999942779541,1.649999976158142,1.809999942779541,1.7400000095367432,396100,1.7400000095367432
2017-02-08,1.7300000190734863,1.5800000429153442,1.7300000190734863,1.6100000143051147,443300,1.6100000143051147
2017-02-09,1.690000057220459,1.559999942779541,1.6100000143051147,1.590000033378601,277600,1.590000033378601
2017-02-10,1.6200000047683716,1.5499999523162842,1.5800000429153442,1.590000033378601,298200,1.590000033378601
2017-02-13,1.649999976158142,1.5499999523162842,1.600000023841858,1.6399999856948853,221400,1.6399999856948853
2017-02-14,1.7899999618530273,1.6100000143051147,1.6100000143051147,1.7799999713897705,726100,1.7799999713897705
2017-02-15,1.8300000429153442,1.7000000476837158,1.75,1.7300000190734863,415100,1.7300000190734863
2017-02-16,1.7300000190734863,1.600000023841858,1.7300000190734863,1.6299999952316284,307100,1.6299999952316284
2017-02-17,1.7200000286102295,1.6100000143051147,1.6100000143051147,1.7200000286102295,322000,1.7200000286102295
2017-02-21,1.75,1.649999976158142,1.75,1.6799999475479126,436600,1.6799999475479126
2017-02-22,1.7100000381469727,1.6100000143051147,1.7000000476837158,1.6399999856948853,299700,1.6399999856948853
2017-02-23,1.659999966621399,1.559999942779541,1.659999966621399,1.5800000429153442,447200,1.5800000429153442
2017-02-24,1.5800000429153442,1.4600000381469727,1.5800000429153442,1.5,758600,1.5
2017-02-27,1.6200000047683716,1.3899999856948853,1.4299999475479126,1.4900000095367432,466900,1.4900000095367432
2017-02-28,1.5399999618530273,1.399999976158142,1.4700000286102295,1.4299999475479126,397300,1.4299999475479126
2017-03-01,1.6399999856948853,1.440000057220459,1.4500000476837158,1.5499999523162842,497300,1.5499999523162842
2017-03-02,1.600000023841858,1.5199999809265137,1.5299999713897705,1.5499999523162842,185400,1.5499999523162842
2017-03-03,1.5700000524520874,1.5,1.5499999523162842,1.5299999713897705,131400,1.5299999713897705
2017-03-06,1.5199999809265137,1.4500000476837158,1.5199999809265137,1.4700000286102295,292100,1.4700000286102295
2017-03-07,1.5499999523162842,1.4500000476837158,1.5,1.4800000190734863,229300,1.4800000190734863
2017-03-08,1.4900000095367432,1.3600000143051147,1.4900000095367432,1.3899999856948853,471100,1.3899999856948853
2017-03-09,1.399999976158142,1.2999999523162842,1.3899999856948853,1.3799999952316284,516500,1.3799999952316284
2017-03-10,1.4199999570846558,1.309999942779541,1.3899999856948853,1.3600000143051147,186800,1.3600000143051147
2017-03-13,1.4199999570846558,1.3200000524520874,1.3600000143051147,1.3300000429153442,141500,1.3300000429153442
2017-03-14,1.340000033378601,1.25,1.3200000524520874,1.309999942779541,228500,1.309999942779541
2017-03-15,1.350000023841858,1.2599999904632568,1.2899999618530273,1.3200000524520874,260000,1.3200000524520874
2017-03-16,1.3899999856948853,1.3200000524520874,1.3300000429153442,1.3600000143051147,157600,1.3600000143051147
2017-03-17,1.4500000476837158,1.3300000429153442,1.350000023841858,1.409999966621399,286800,1.409999966621399
2017-03-20,1.440000057220459,1.350000023841858,1.4199999570846558,1.4199999570846558,117500,1.4199999570846558
2017-03-21,1.4500000476837158,1.2699999809265137,1.409999966621399,1.3700000047683716,291500,1.3700000047683716
2017-03-22,1.350000023841858,1.1799999475479126,1.350000023841858,1.190000057220459,515000,1.190000057220459
2017-03-23,1.2799999713897705,1.1299999952316284,1.2000000476837158,1.1799999475479126,186500,1.1799999475479126
2017-03-24,1.190000057220459,1.1200000047683716,1.1699999570846558,1.190000057220459,244800,1.190000057220459
2017-03-27,1.2200000286102295,1.149999976158142,1.1699999570846558,1.1699999570846558,98200,1.1699999570846558
2017-03-28,1.2300000190734863,1.159999966621399,1.159999966621399,1.2000000476837158,318600,1.2000000476837158
2017-03-29,1.4500000476837158,1.2000000476837158,1.2000000476837158,1.399999976158142,638800,1.399999976158142
2017-03-30,1.4900000095367432,1.309999942779541,1.3899999856948853,1.3799999952316284,364400,1.3799999952316284
2017-03-31,1.440000057220459,1.3600000143051147,1.3700000047683716,1.399999976158142,333200,1.399999976158142
2017-04-03,1.5,1.350000023841858,1.5,1.399999976158142,451700,1.399999976158142
2017-04-04,1.3899999856948853,1.2799999713897705,1.3899999856948853,1.2999999523162842,328400,1.2999999523162842
2017-04-05,1.399999976158142,1.340000033378601,1.3899999856948853,1.350000023841858,376200,1.350000023841858
2017-04-06,1.409999966621399,1.340000033378601,1.350000023841858,1.3799999952316284,154200,1.3799999952316284
2017-04-07,1.5,1.3700000047683716,1.3899999856948853,1.4700000286102295,480900,1.4700000286102295
2017-04-10,1.6799999475479126,1.4700000286102295,1.4900000095367432,1.590000033378601,1034100,1.590000033378601
2017-04-11,1.6200000047683716,1.5,1.600000023841858,1.5700000524520874,483000,1.5700000524520874
2017-04-12,1.590000033378601,1.4299999475479126,1.590000033378601,1.4299999475479126,412100,1.4299999475479126
2017-04-13,1.5,1.3600000143051147,1.4500000476837158,1.3700000047683716,424000,1.3700000047683716
2017-04-17,1.649999976158142,1.409999966621399,1.409999966621399,1.559999942779541,1218500,1.559999942779541
2017-04-18,1.600000023841858,1.4700000286102295,1.600000023841858,1.5499999523162842,658600,1.5499999523162842
2017-04-19,1.6299999952316284,1.5099999904632568,1.5700000524520874,1.5399999618530273,551300,1.5399999618530273
2017-04-20,1.6399999856948853,1.5199999809265137,1.559999942779541,1.5800000429153442,557100,1.5800000429153442
2017-04-21,1.8799999952316284,1.5499999523162842,1.5800000429153442,1.8799999952316284,2600400,1.8799999952316284
